code	name
A06AG03	Dantron, inkl. Kombinationen
A06AB53	Dantron, Kombinationen
A10BK01	Dapagliflozin
S01EX02	Dapiprazol
G01AX17	Dapivirin
G04BX14	Dapoxetin
B03XA07	Daprodustat
D10AX05	Dapson
J04BA02	Dapson
J01XX09	Daptomycin
L01FC01	Daratumumab
B03XA02	Darbepoetin alfa
G04BD10	Darifenacin
L02BB06	Darolutamid
J05AE10	Darunavir
J05AR14	Darunavir und Cobicistat
J05AR26	Darunavir und Ritonavir
L04AX08	Darvadstrocel
J05AP09	Dasabuvir
J05AP52	Dasabuvir, Ombitasvir, Paritaprevir und Ritonavir
L01EA02	Dasatinib
H04AA02	Dasiglucagon
L03AX19	Dasiprotimut-T
L01DB02	Daunorubicin
N06BX04	Deanol
N06BX54	Deanol, Kombinationen
C02CC04	Debrisoquin
D08AJ10	Decamethoxin
P03BA03	Decamethrin
L01BC08	Decitabin
V03AC03	Deferasirox
V03AC02	Deferipron
V03AC01	Deferoxamin
B01AX01	Defibrotid
H02AB13	Deflazacort
L02BX02	Degarelix
A05AA11	Dehydrocholsäure
A05AA66	Dehydrocholsäure, Kombinationen
P01AX09	Dehydroemetin
J01MA23	Delafloxacin
J04AK06	Delamanid
C09AA12	Delapril
C09BA12	Delapril und Diuretika
C09BB12	Delapril und Manidipin
J05AG02	Delavirdin
S01EB04	Demecarium
D06AA01	Demeclocyclin
J01AA01	Demeclocyclin
A01AB90	Demeclocyclin, Kombinationen
L01CC01	Demecolcin
G03DB05	Demegeston
H01BB01	Demoxytocin
A03AX32	Denaverin
J07BX04	Dengue-Impfstoffe
L01XX29	Denileukindiftitox
M05BX04	Denosumab
R06AX16	Deptropin
D08AH01	Dequalinium
G01AC05	Dequalinium
R02AA02	Dequalinium
D08AH51	Dequalinium, Kombinationen
R02AA52	Dequalinium, Kombinationen
P02DX01	Desaspidin
C02AA05	Deserpidin
C02LA03	Deserpidin und Diuretika
G04BD13	Desfesoterodin
N01AB07	Desfluran
N06AA01	Desipramin
B01AE01	Desirudin
C01AA07	Deslanosid
R06AX27	Desloratadin
H01BA02	Desmopressin
G03AC09	Desogestrel
G03FB10	Desogestrel und Estrogen
G03AA09	Desogestrel und Ethinylestradiol
G03AB05	Desogestrel und Ethinylestradiol
D07AB08	Desonid
S01BA11	Desonid
D07BB02	Desonid und Antiseptika
D07AC03	Desoximetason
D07XC02	Desoximetason
D11AX24	7-Desoxycholsäure
H02AA03	Desoxycorton
H02BX21	Desoxycorton, Kombinationen
B06AA10	Desoxyribonuclease
D03BA54	Desoxyribonuclease, Kombinationen
N06AX23	Desvenlafaxin
C01BA33	Detajmium
L04AA56	Deucravacitinib
N07XX16	Deutetrabenazin
A01AC02	Dexamethason
C05AA09	Dexamethason
D07AB19	Dexamethason
D07XB05	Dexamethason
D10AA03	Dexamethason
H02AB02	Dexamethason
R01AD03	Dexamethason
R03BA19	Dexamethason
S01BA01	Dexamethason
S01CB01	Dexamethason
S02BA06	Dexamethason
S03BA01	Dexamethason
H02BX02	Dexamethason, Kombinationen
R01AD53	Dexamethason, Kombinationen
S02BA56	Dexamethason, Kombinationen
S01CA55	Dexamethason, Neomycin und Polymyxin B
D07CB04	Dexamethason und Antibiotika
S01CA01	Dexamethason und Antiinfektiva
S02CA06	Dexamethason und Antiinfektiva
S03CA01	Dexamethason und Antiinfektiva
D07BB05	Dexamethason und Antiseptika
S02CA26	Dexamethason und Ciprofloxacin
S01CA21	Dexamethason und Gentamicin
S01CA58	Dexamethason und Levofloxacin
S01BB05	Dexamethason und Mydriatika
S01CA57	Dexamethason und Neomycin
S01CA54	Dexamethason und Oxytetracyclin
S01CA56	Dexamethason und Tobramycin
N06BA02	Dexamfetamin
R06AB06	Dexbrompheniramin
R06AB56	Dexbrompheniramin, Kombinationen
R06AB02	Dexchlorpheniramin
R06AB52	Dexchlorpheniramin, Kombinationen
N04AA08	Dexetimid
A08AA04	Dexfenfluramin
M01AE14	Dexibuprofen
M01AE17	Dexketoprofen
M02AA27	Dexketoprofen
A02BC06	Dexlansoprazol
N05CM18	Dexmedetomidin
N06BA11	Dexmethylphenidat
N06BA15	Dexmethylphenidat und Serdexmethylphenidat
A03FA13	Dexpanthenol
A11HA30	Dexpanthenol
D03AX03	Dexpanthenol
G02CD07	Dexpanthenol
R01AX26	Dexpanthenol
S01XA12	Dexpanthenol
A01AD65	Dexpanthenol, Kombinationen
D03AX53	Dexpanthenol, Kombinationen
A02BC07	Dexrabeprazol
V03AF02	Dexrazoxan
B05AA05	Dextran
B05AA55	Dextran, Kombinationen
D03AX02	Dextranomer
R05DA09	Dextromethorphan
N07XX59	Dextromethorphan, Kombinationen
R05DA59	Dextromethorphan, Kombinationen
N02AC01	Dextromoramid
N02AC04	Dextropropoxyphen
N02AC54	Dextropropoxyphen, Kombinationen exkl. Psycholeptika
N02AC74	Dextropropoxyphen, Kombinationen mit Psycholeptika
C10AX01	Dextrothyroxin
N02AX03	Dezocin
M01AX21	Diacerein
N07BC06	Diamorphin
V70AA02	Diamorphin
A09AA01	Diastase
V06CA50	Diätetika ohne Phenylalanin, Kombinationen
N05BA01	Diazepam
C02DA01	Diazoxid
V03AH01	Diazoxid
J01GB09	Dibekacin
S01AA29	Dibekacin
N06AA08	Dibenzepin
A02BX18	Dibismut-tris(tetraoxodialuminat)
M05BC01	Dibotermin alfa
D08AC01	Dibrompropamidin
S01AX14	Dibrompropamidin
H03BX02	Dibromtyrosin
R05DB16	Dibunat
P03BX03	Dibutylphthalat
P03BX04	Dibutylsuccinat
N05CC04	Dichloralphenazon
R02AA03	Dichlorbenzylalkohol
A07AX05	Dichlorchinolinol
A07AX55	Dichlorchinolinol, Kombinationen
D01AE27	Dichlorophen
P02DX02	Dichlorophen
D01AE77	Dichlorophen, Kombinationen
V04BA10	Dichte-Testzone
A06AA01	Dickflüssiges Paraffin
A06AA51	Dickflüssiges Paraffin, Kombinationen
D11AX18	Diclofenac
M01AB05	Diclofenac
M02AA15	Diclofenac
S01BC03	Diclofenac
M01AB55	Diclofenac, Kombinationen
S01CC01	Diclofenac und Antiinfektiva
M01AB68	Diclofenac und Omeprazol
S01EC02	Diclofenamid
J01CF01	Dicloxacillin
B01AA01	Dicoumarol
A03AA07	Dicycloverin
G04BD19	Dicycloverin
G04BD69	Dicycloverin, Kombinationen
J05AF02	Didanosin
D08AJ06	Didecyldimethylammoniumchlorid
G03CB01	Dienestrol
G03CC02	Dienestrol
G03DB08	Dienogest
G03AB08	Dienogest und Estradiol
G03FA15	Dienogest und Estrogen
G03AA16	Dienogest und Ethinylestradiol
M02AC55	Diethylaminsalicylat, Kombinationen
M02BB59	Diethylaminsalicylat, Kombinationen
P02CB02	Diethylcarbamazin
N01AA01	Diethylether
A03AB16	(2-Benzhydryloxyethyl)diethylmethylammoniumiodid
G03CB02	Diethylstilbestrol
G03CC05	Diethylstilbestrol
L02AA01	Diethylstilbestrol
P03BX01	Diethyltoluamid
V03AX04	Difelikefalin
A03AA09	Difemerin
A07DA04	Difenoxin
A07DA54	Difenoxin, Kombinationen
M01AB12	Difenpiramid
P01AR02	Difetarson
D07AC10	Diflorason
D07AC06	Diflucortolon
D07XC04	Diflucortolon
D07BC04	Diflucortolon und Antiseptika
N02BA11	Diflunisal
D07AC19	Difluprednat
V03AB24	Digitalis-Antitoxin
C01AA03	Digitalisblätter
S01XA36	Digitalisglykoside
S01XA86	Digitalisglykoside und Aesculin
C01AA04	Digitoxin
C05BZ05	Digitoxin
C01AA54	Digitoxin, Kombinationen
C01AA05	Digoxin
C01AA55	Digoxin, Kombinationen
A03AA08	Dihexyverin
C02DB01	Dihydralazin
C02LG01	Dihydralazin und Diuretika
C02LG51	Dihydralazin und Diuretika, Kombinationen mit anderen Mitteln
C01BA13	Dihydrochinidin
N02AA08	Dihydrocodein
R05DA14	Dihydrocodein
N02AA58	Dihydrocodein, Kombinationen
R05DA64	Dihydrocodein, Kombinationen
N02AJ02	Dihydrocodein und Acetylsalicylsäure
N02AJ03	Dihydrocodein und andere nichtopioide Analgetika
N02AJ01	Dihydrocodein und Paracetamol
C04AE04	Dihydroergocristin
N06DX19	Dihydroergocristin
C04AE54	Dihydroergocristin, Kombinationen
N04BC03	Dihydroergocryptinmesilat
N02CA01	Dihydroergotamin
N02CA51	Dihydroergotamin, Kombinationen
N02CA71	Dihydroergotamin, Kombinationen mit Psycholeptika
C06AA02	Dihydroergotaminmesilat
C06AA50	Dihydroergotaminmesilat und Etilefrin
N06DX07	Dihydroergotoxin
N06DX57	Dihydroergotoxin, Kombinationen
S01AA15	Dihydrostreptomycin
A11CC02	Dihydrotachysterol
A02AB04	Dihydroxyaluminiumnatriumcarbonat (Carbaldrat)**
A02AF03	Dihydroxyaluminiumnatriumcarbonat und Karminativa
G01AC01	Diiodhydroxychinolin
D08AG04	Diiodhydroxypropan
H03BX01	Diiodtyrosin
A03AX02	Diisopromin
C04AX37	Diisopropylamin
C04BA05	Diisopropylamin, Kombinationen
N05BA05	Dikaliumclorazepat
C01DX10	Dilazep
P01AC01	Diloxanid
C05AE03	Diltiazem
C08DB01	Diltiazem
D01AE17	Dimazol
R07AB08	Dimeflin
R05DA11	Dimemorfan
A04AB02	Dimenhydrinat
R06AA11	Dimenhydrinat
A04AB52	Dimenhydrinat, Kombinationen
V03AB09	Dimercaprol
N06AA18	Dimetacrin
R05DB28	Dimethoxanat
V03AB27	4-Dimethylaminophenol
A03AC02	Dimethylaminopropionylphenothiazin
P03BX05	Dimethylcarbat
D05BX02	Dimethylfumarat
L04AX07	Dimethylfumarat
P03BX02	Dimethylphthalat
G04BX13	Dimethylsulfoxid
M02AX03	Dimethylsulfoxid
M02AX53	Dimethylsulfoxid, Kombinationen
M03AA04	Dimethyltubocurarin
D02AA01	Dimeticon
P03AX05	Dimeticon
D04AA13	Dimetinden
R01AC09	Dimetinden
R06AB03	Dimetinden
C01CA12	Dimetofrin
N02CX05	Dimetotiazin
B05XA14	Dinatrium-1-glycerophosphat
G02AD01	Dinoprost
G02AD02	Dinoproston
L01FX06	Dinutuximab beta
V08AA10	Diodon
A07BC05	Diosmectit
A07BC55	Diosmectit, Kombinationen
C05BZ04	Diosmin
C05CA03	Diosmin
C05CA53	Diosmin, Kombinationen
C05AX14	Dioxopromethazin
D04AA40	Dioxopromethazin
R06AD10	Dioxopromethazin
A03AB15	Diphemanil
A03CA08	Diphemanil und Psycholeptika
B01AA10	Diphenadion
A04AB05	Diphenhydramin
D04AA32	Diphenhydramin
N01BX06	Diphenhydramin
N05CM20	Diphenhydramin
R06AA02	Diphenhydramin
S01GX16	Diphenhydramin
A04AB55	Diphenhydramin, Kombinationen
D04AA82	Diphenhydramin, Kombinationen
N05CX07	Diphenhydramin, Kombinationen
R06AA52	Diphenhydramin, Kombinationen
A06AX03	Lubiproston
R01AH01	Luffa operculata
R01BH01	Luffa operculata
D01AC18	Luliconazol
A16AX18	Lumasiran
N05AD10	Lumateperon
M01AH06	Lumiracoxib
N05AE05	Lurasidon
L01XX69	Lurbinectedin
A10BK07	Luseogliflozin
B03XA06	Luspatercept
B02BX07	Lusutrombopag
V10XX04	(177Lu)Lutetiumoxodotreotid
V10XX05	(177Lu)Lutetiumvipivotidtetraxetan
G03GA07	Lutropin alfa
G03GA21	Lutropin alfa und Follitropin alfa
V04CM03	Lutropin-Testzone
J01AA04	Lymecyclin
G03AC02	Lynestrenol
G03DC03	Lynestrenol
G03FA07	Lynestrenol und Estrogen
G03FB02	Lynestrenol und Estrogen
G03AA03	Lynestrenol und Ethinylestradiol
G03AB02	Lynestrenol und Ethinylestradiol
H01BA03	Lypressin
B05XB03	Lysin
N02BA13	Lysin-Acetylsalicylat
D06BB07	Lysozym
J05AX02	Lysozym
V04CY06	MAB.B72.3
V04CD06	Macimorelin
C02KX04	Macitentan
A06AD15	Macrogol
A06AD65	Macrogol, Kombinationen
V04CZ10	Macrogol, Kombinationen
A08AH01	Madar
D06BA03	Mafenid
A02AD02	Magaldrat
A02AF01	Magaldrat und Karminativa
A12CC30	Magnesium (verschiedene Salze in Kombination)
A12CC15	Magnesiumadipat
A12CC12	Magnesiumascorbat
A12CC05	Magnesiumaspartat
N05CM25	Magnesiumaspartathydrobromid
A02AA01	Magnesiumcarbonat
A06AD01	Magnesiumcarbonat
A12CC11	Magnesiumcarbonat
A12CC01	Magnesiumchlorid
B05XA11	Magnesiumchlorid
A06AD19	Magnesiumcitrat
A12CC04	Magnesiumcitrat
B05CB03	Magnesiumcitrat
A12CC03	Magnesiumgluconat
N05CM26	Magnesiumglutamathydrobromid
A12CH01	Magnesium-haltige Zubereitungen
A12CC14	Magnesiumhydrogenglutamat
A02AA04	Magnesiumhydroxid
G04BX01	Magnesiumhydroxid
A12CC06	Magnesiumlactat
A12CC07	Magnesiumlevulinat
A12CC09	Magnesiumorotat
A02AA02	Magnesiumoxid
A06AD02	Magnesiumoxid
A12CC10	Magnesiumoxid
A02AA03	Magnesiumperoxid
A06AD03	Magnesiumperoxid
B05XA10	Magnesiumphosphat
A12CC08	Magnesiumpidolat
C10AX07	Magnesiumpyridoxal-5-phosphatglutamat
A02AA05	Magnesiumsilikat
A06AD04	Magnesiumsulfat
A12CC02	Magnesiumsulfat
B05XA05	Magnesiumsulfat
D11AX05	Magnesiumsulfat
V04CC02	Magnesiumsulfat
C01AP01	Maiglöckchenkraut
C01AP51	Maiglöckchenkraut, Kombinationen
D03AP06	Maiskeimöl
P03AX03	Malathion
B05CA06	Mandelsäure
J01XX06	Mandelsäure
V08CA05	Mangafodipir
C08CA11	Manidipin
A06AD16	Mannitol
B05BC01	Mannitol
B05CX04	Mannitol
R05CB16	Mannitol
V04CX04	Mannitol
B05BC51	Mannitol, Kombinationen
L01AB03	Mannosulfan
N06AA21	Maprotilin
A05AX04	Maralixibatchlorid
J05AX09	Maraviroc
L01FD06	Margetuximab
J05AX10	Maribavir
A05BH01	Mariendistelfrüchte
A05BP01	Mariendistelfrüchte
A05BP51	Mariendistelfrüchte, Kombinationen
J07BD51	Masern, Kombinationen mit Mumps, lebend abgeschwächt
J07BD54	Masern, Kombinationen mit Mumps, Röteln und Varicella, 
J07BD52	Masern, Kombinationen mit Mumps und Röteln, 
J07BD53	Masern, Kombinationen mit Röteln, lebend abgeschwächt
J07BD01	Masern, lebend abgeschwächt
J06BB14	Masern-Immunglobulin
L01EX06	Masitinib
L01XX10	Masoprocol
C05CP04	Mäusedornwurzelstock
C05CP54	Mäusedornwurzelstock, Kombinationen
C01EB24	Mavacamten
N04AA10	Mazaticol
A08AA05	Mazindol
S01BA16	Mazipredon
P02CA01	Mebendazol
P02CA51	Mebendazol, Kombinationen
A03AA04	Mebeverin
R06AX15	Mebhydrolin
N05BC04	Mebutamat
C03AA13	Mebutizid
C03EA05	Mebutizid und Kalium sparende Mittel
C02BB01	Mecamylamin
H01AC03	Mecasermin
H01AC05	Mecaserminrinfabat
J01CA11	Mecillinam
D06AA05	Meclocyclin
D10AF04	Meclocyclin
M01AG04	Meclofenaminsäure
M02AA18	Meclofenaminsäure
N06BX01	Meclofenoxat
A04AB04	Meclozin
R06AE05	Meclozin
A04AB54	Meclozin, Kombinationen
R06AE55	Meclozin, Kombinationen
B03BA05	Mecobalamin
N05BA03	Medazepam
N06AX13	Medifoxamin
A07BA01	Medizinische Kohle
A07BA51	Medizinische Kohle, Kombinationen
V03AN05	Medizinische Luft
G03DB03	Medrogeston
G03FB07	Medrogeston und Estrogen
G03AC06	Medroxyprogesteron
G03DA02	Medroxyprogesteron
L02AB02	Medroxyprogesteron
G03AA17	Medroxyprogesteron und Estradiol
G03FA12	Medroxyprogesteron und Estrogen
G03FB06	Medroxyprogesteron und Estrogen
G03AA08	Medroxyprogesteron und Ethinylestradiol
S01BA08	Medryson
R01AX14	Meerwasser
S02DC04	Meerwasser
C01AP03	Meerzwiebel
C01AP53	Meerzwiebel, Kombinationen
M01AG01	Mefenaminsäure
A08AA09	Mefenorex
P01BC02	Mefloquin
C03BA05	Mefrusid
C03BB05	Mefrusid und Kalium
G03AC05	Megestrol
G03DB02	Megestrol
L02AB01	Megestrol
G03FA08	Megestrol und Estrogen
G03FB04	Megestrol und Estrogen
G03AA04	Megestrol und Ethinylestradiol
G03AB01	Megestrol und Ethinylestradiol
P01CB01	Megluminantimonat
C10AX05	Meglutol
G04BD03	Meladrazin
B01AE04	Melagatran
L03AX12	Melanom-Impfstoff
P01CD01	Melarsoprol
N05CH01	Melatonin
C01EB22	Meldonium
N04BA04	Melevodopa
N04BA05	Melevodopa und Decarboxylasehemmer
A03AP04	Melissenblätter
D06BP01	Melissenblätter
N05CP04	Melissenkraut
N06AA14	Melitracen
N06CA02	Melitracen und Psycholeptika
M01AC06	Meloxicam
M01AC56	Meloxicam, Kombinationen
N05AD03	Melperon
L01AA03	Melphalan
L01AA10	Melphalanflufenamid
N06DX01	Memantin
R05DB31	Menadiol
B02BA02	Menadion
M05BX08	Menatetrenon
J07AH01	Meningokokken A, gereinigtes Polysaccharid-Antigen
J07AH10	Meningokokken A, gereinigtes Polysaccharid-Antigen, konjugiert
J07AH06	Meningokokken B, äußere Vesikelmembran-Impfstoff
J07AH09	Meningokokken B, Multikomponenten-Impfstoff
J07AH03	Meningokokken bivalent (A, C), 
J07AH07	Meningokokken C, gereinigtes Polysaccharid-Antigen, konjugiert
J07AH04	Meningokokken tetravalent (A, C, Y, W-135), 
J07AH08	Meningokokken tetravalent (A, C, Y, W-135), 
A03AX15	Menthae piperitae aetheroleum*
R01AX23	Menthol
P01AX05	Mepacrin
A01AB16	Mepartricin
D01AA06	Mepartricin
G01AA09	Mepartricin
G04CX03	Mepartricin
A03AB12	Mepenzolat
M03BX06	Mephenesin
N05BX01	Mephenoxalon
C01CA11	Mephentermin
N03AB04	Mephenytoin
N03AB54	Mephenytoin, Kombinationen
C07AA14	Mepindolol
C07BA14	Mepindolol und Thiazide
N01BB03	Mepivacain
N01BB53	Mepivacain, Kombinationen
R07AB09	Mepixanox
R03DX09	Mepolizumab
H02AB15	Meprednison
N05BC01	Meprobamat
N05BC51	Meprobamat, Kombinationen
N05CX01	Meprobamat, Kombinationen
M03BA57	Meprobamat, Kombinationen exkl. Psycholeptika
C01AB02	Meproscillarin
R05DB22	Meprotixol
N02AX05	Meptazinol
D04AA02	Mepyramin
R06AC01	Mepyramin
R03DA12	Mepyramintheophyllinacetat
D11AX06	Mequinol
R06AD07	Mequitazin
D08AK04	Merbromin
A16AA04	Mercaptamin
S01XA21	Mercaptamin
L01BB02	Mercaptopurin
J01DH02	Meropenem
J01DH52	Meropenem und Vaborbactam
C03BC01	Mersalyl
A07EC02	Mesalazin
R01AX17	Mesna
R05CB05	Mesna
V03AF01	Mesna
N06BA17	Mesocarb
N05AC03	Mesoridazin
G03BB01	Mesterolon
G03CA10	Mestranol
D10AB05	Mesulfen
P03AA03	Mesulfen
N03AD03	Mesuximid
N01BA01	Metabutethamin
N05BA27	Metaclazepam
J01AA05	Metacyclin
R05GB08	Metacyclin, Kombinationen
A05BA09	Metadoxin
A10BB10	Metahexamid
D08AK05	Metallisches Quecksilber
C01CA81	Metamfepramon, Kombinationen
N06BA03	Metamfetamin
V04CN06	Metamfetamin-Testzone
R05XA07	Metamizol, Kombinationen
M01BA07	Metamizol und Corticosteroide
N02BB02	Metamizol-Natrium
N02BB52	Metamizol-Natrium, Kombinationen exkl. Psycholeptika
N02BB72	Metamizol-Natrium, Kombinationen mit Psycholeptika
J01CA14	Metampicillin
A14AA03	Metandienon
D11AE01	Metandienon
C01CA09	Metaraminol
A14AA04	Metenolon
G02CB05	Metergolin
A10BA02	Metformin
A10BD27	Metformin, Linagliptin und Empagliflozin
A10BD25	Metformin, Saxagliptin und Dapagliflozin
A10BD17	Metformin und Acarbose
A10BD13	Metformin und Alogliptin
A10BD16	Metformin und Canagliflozin
A10BD15	Metformin und Dapagliflozin
A10BD20	Metformin und Empagliflozin
A10BD23	Metformin und Ertugliflozin
A10BD22	Metformin und Evogliptin
A10BD18	Metformin und Gemigliptin
A10BD31	Metformin und Glibenclamid
A10BD11	Metformin und Linagliptin
A10BD26	Metformin und Lobeglitazon
A10BD05	Metformin und Pioglitazon
A10BD14	Metformin und Repaglinid
A10BD03	Metformin und Rosiglitazon
A10BD10	Metformin und Saxagliptin
A10BD07	Metformin und Sitagliptin
A10BD02	Metformin und Sulfonylharnstoffe
A10BD08	Metformin und Vildagliptin
V04CE03	Methacetin (13C)
V04CX03	Methacholin
N07BC02	Methadon
N02AC52	Methadon, Kombinationen exkl. Psycholeptika
V04CN05	Methadon-Testzone
V70AA01	Methadon-Zubereitungen
D08AJ69	Methalkoniumchlorid, Kombinationen
G03CB03	Methallenestril
G03CC03	Methallenestril
A03AB07	Methanthelinium
D11AA04	Methanthelinium
R06AC05	Methapyrilen
N05CM01	Methaqualon
N05CX02	Methaqualon, Kombinationen
N03AA30	Metharbital
S01EC05	Methazolamid
R06AD04	Methdilazin
D11AA03	Methenamin
J01XX05	Methenamin
D11AA53	Methenamin, Kombinationen
J01XX55	Methenamin, Kombinationen
R02AA73	Methenamin, Kombinationen
D08AL02	Methenamin-Silbernitrat
V08AA09	Methiodal
V03AB26	Methionin
V09IX13	Methionin (11C)
A05BA22	Methionin und N-Acetylmethionin
A02BX04	Methiosulfoniumchlorid
M03BA03	Methocarbamol
M03BA53	Methocarbamol, Kombinationen exkl. Psycholeptika
M03BA73	Methocarbamol, Kombinationen mit Psycholeptika
N01AF01	Methohexital
N05CA15	Methohexital
C02AA06	Methoserpidin
C02LA04	Methoserpidin und Diuretika
L01BA01	Methotrexat
L04AX03	Methotrexat
M01CX01	Methotrexat
C01CA10	Methoxamin
D05AD02	Methoxsalen
D05BA02	Methoxsalen
L01XD10	Methoxsalen
N02BG09	Methoxyfluran
R03CB02	Methoxyphenamin
B03XA03	Methoxy-Polyethylenglycol-Epoetin beta
C03AA08	Methyclothiazid
L01XD03	Methylaminolevulinat
A03BB02	Methylatropin
A06AC06	Methylcellulose
C03AB08	Methylclothiazid und Kalium
C02AB01	Methyldopa (linksdrehend)
C02LB01	Methyldopa (linksdrehend) und Diuretika
C02AB02	Methyldopa (racemisch)
V04CN12	Methylendioxy-methamphetamin Testzone
R03CA53	Methylephedrin, Kombinationen
G02AB01	Methylergometrin
G02AC01	Methylergometrin und Oxytocin
G03DC31	Methylestrenolon
A06AH01	Methylnaltrexonbromid
M02AD53	Methylnicotinat, Kombinationen
G03FA05	Methylnortestosteron und Estrogen
N05CM15	Methylpentynol
N05CX03	Methylpentynol, Kombinationen
N06BA04	Methylphenidat
N03AA01	Methylphenobarbital
D07AA01	Methylprednisolon
D10AA02	Methylprednisolon
H02AB04	Methylprednisolon
H02BX01	Methylprednisolon, Kombinationen
D07CA02	Methylprednisolon und Antibiotika
S01CA08	Methylprednisolon und Antiinfektiva
S03CA07	Methylprednisolon und Antiinfektiva
D07AC14	Methylprednisolonaceponat
H02AB54	Methylprednisolon-Depot
C01DA04	Methylpropylpropanedioldinitrat
C01DA54	Methylpropylpropanedioldinitrat, Kombinationen
D01AE02	Methylrosanilin
G01AX09	Methylrosanilin
M02AC02	Methylsalicylat
M02BB02	Methylsalicylat
M02AC52	Methylsalicylat, Kombinationen
M02BB52	Methylsalicylat, Kombinationen
A03BB03	Methylscopolamin
S01FA03	Methylscopolamin
A03CB01	Methylscopolamin und Psycholeptika
G03BA02	Methyltestosteron
G03EK01	Methyltestosteron
G03EA01	Methyltestosteron und Estrogen
V03AB17	Methylthioniniumchlorid
V04CG05	Methylthioniniumchlorid
H03BA01	Methylthiouracil
N05CE02	Methyprylon
N02CA04	Methysergid
J01CF03	Meticillin
C03BA09	Meticran
C01AA08	Metildigoxin
C01AA58	Metildigoxin, Kombinationen
C07AA18	Metipranolol
S01ED04	Metipranolol
S01ED54	Metipranolol, Kombinationen
C07FX16	Metipranolol und andere Antihypertensiva
S01ED24	Metipranolol und Pilocarpin
C07BA18	Metipranolol und Thiazide
C07BA68	Metipranolol und Thiazide, Kombinationen
C02KB01	Metirosin
J05AA01	Metisazon
N04AA03	Metixen
R01AA10	Metizolin
A03FA01	Metoclopramid
A03FA51	Metoclopramid, Kombinationen
N02CX69	Metoclopramid und Paracetamol
N05AB13	Metofenazat
C03BA08	Metolazon
C03EA12	Metolazon und Kalium sparende Mittel
A04AD05	Metopimazin
C07AB02	Metoprolol
C07FX03	Metoprolol und Acetylsalicylsäure
C07FB13	Metoprolol und Amlodipin
C07CB02	Metoprolol und andere Diuretika
C07CB22	Metoprolol und Chlortalidon
C07FB02	Metoprolol und Felodipin
C07BB22	Metoprolol und Hydrochlorothiazid
C07FX05	Metoprolol und Ivabradin
C07FB22	Metoprolol und Nifedipin
C07BB02	Metoprolol und Thiazide
C07BB52	Metoprolol und Thiazide, Kombinationen
A16AA07	Metreleptin
P02BB01	Metrifonat
V08AB01	Metrizamid
V08AA02	Metrizoesäure
A01AB17	Metronidazol
D06BX01	Metronidazol
G01AF01	Metronidazol
J01XD01	Metronidazol
P01AB01	Metronidazol
P01AB52	Metronidazol und Diloxanid
P01AB51	Metronidazol und Furazolidon
V04CD01	Metyrapon
N05BA25	Mexazolam
C01BB02	Mexiletin
M09AX21	Mexiletin
J01CA10	Mezlocillin
N06AX03	Mianserin
C08CX01	Mibefradil
J02AX05	Micafungin
A01AB09	Miconazol
A07AC01	Miconazol
D01AC02	Miconazol
G01AF04	Miconazol
J02AB01	Miconazol
S02AA13	Miconazol
D01AC52	Miconazol, Kombinationen
S01AA22	Micronomicin
N03AE02	Midazolam
N05CD08	Midazolam
J01FA03	Midecamycin
C01CA17	Midodrin
L01EX10	Midostaurin
L03AX15	Mifamurtid
G03XB01	Mifepriston
G03XB51	Mifepriston, Kombinationen
A16AX14	Migalastat
A10BF02	Miglitol
A16AX06	Miglustat
A07FA50	Mikrobielle Antidiarrhoika, Kombinationen
C05AX09	Mikroorganismen
D11AX29	Mikroorganismen
G01AX77	Milcheiweiß, Kombinationen
A01AD22	Milchsäure
G01AD01	Milchsäure
A07FA01	Milchsäurebildner
A07FA51	Milchsäurebildner, Kombinationen
N06AX17	Milnacipran
C01CE02	Milrinon
L01XX09	Miltefosin
P01CX04	Miltefosin
J07AC01	Milzbrand-Antigen
G02CX07	Milzextrakt
L03AX26	Milzhydrolysat
N06AX07	Minaprin
G02CD01	Mineralöl
P03AX21	Mineralöl
D03AX27	Mineralölraffinat
D03AX77	Mineralölraffinat, Kombinationen
R01AX21	Mineralsalz
A01AD69	Mineralsalz, Kombinationen
A06AD10	Mineralsalze in Kombination
V04CZ02	Mineralsalze, Kombinationen
A01AB23	Minocyclin
D10AF07	Minocyclin
J01AA08	Minocyclin
C02DC01	Minoxidil
D11AX01	Minoxidil
J01FA11	Miocamycin
C10AX11	Mipomersen
G04BD12	Mirabegron
N02BG11	Mirogabalin
N06AX11	Mirtazapin
A02BB01	Misoprostol
G02AD06	Misoprostol
C02KP02	Mistelkraut
L01CH01	Mistelkraut
L01CP01	Mistelkraut
M09AP06	Mistelkraut
C02KP52	Mistelkraut, Kombinationen
B06AX04	Mitapivat
A10BX08	Mitiglinid
L01AX01	Mitobronitol
L01XX16	Mitoguazon
L01DC03	Mitomycin
L01XX23	Mitotan
L01DB07	Mitoxantron
M03AC10	Mivacuriumchlorid
R06AX25	Mizolastin
L01EB10	Mobocertinib
N06AG02	Moclobemid
N06BA07	Modafinil
C09AA13	Moexipril
C09BA13	Moexipril und Diuretika
C09BA33	Moexipril und Hydrochlorothiazid
M01AA02	Mofebutazon
M02AA02	Mofebutazon
M01AA52	Mofebutazon, Kombinationen
M01BA04	Mofebutazon und Corticosteroide
L01FX09	Mogamulizumab
A03PP01	Mohnkapsel
L03AA03	Molgramostim
N05AE02	Molindon
