code	dignität	name	histologie	group
8251/1	1		8251	04
8251/2	2		8251	04
8251/3	3	Alveoläres Adenokarzinom C34.-	8251	04
8251/6	6		8251	04
8251/9	9		8251	04
8252/0	0		8252	04
8252/1	1		8252	04
8252/2	2	Kombination nicht in ICDO3 Katalog enthalten, aber zulässig	8252	04
8252/3	3	Nichtmuzinöses bronchiolo-alveoläres Karzinom C34.-	8252	04
8252/6	6		8252	04
8252/9	9		8252	04
8253/0	0		8253	04
8253/1	1		8253	04
8253/2	2	Muzinöses bronchiolo-alveoläres Karzinom, in-situ	8253	04
8253/3	3	Muzinöses bronchiolo-alveoläres Karzinom C34.-	8253	04
8253/6	6		8253	04
8253/9	9		8253	04
8254/0	0		8254	04
8254/1	1		8254	04
8254/2	2		8254	04
8254/3	3	Gemischtes muzinöses und nichtmuzinöses bronchiolo-alveoläres Karzinom C34.-	8254	04
8254/6	6		8254	04
8254/9	9		8254	04
8255/0	0		8255	04
8255/1	1		8255	04
8255/2	2	Kombination nicht in ICDO3 Katalog enthalten, aber zulässig	8255	04
8255/3	3	Adenokarzinom mit gemischten Subtypen	8255	04
8255/6	6		8255	04
8255/9	9		8255	04
8256/3	3		8256	03
8256/6	6		8256	03
8257/3	3		8257	03
8257/6	6		8257	03
8260/0	0	Papilläres Adenom o.n.A.	8260	03
8260/1	1	Papilläres Adenokarzinom o.n.A., unsicherer Charakter	8260	03
8260/2	2	Papilläres Adenokarzinom o.n.A., in-situ	8260	03
8260/3	3	Papilläres Adenokarzinom o.n.A.	8260	03
8260/6	6		8260	03
8260/9	9		8260	03
8261/0	0	Villöses Adenom o.n.A.	8261	03
8261/1	1	Adenokarzinom in villösem Adenom, unsicherer Charakter	8261	03
8261/2	2	Adenocarcinoma in situ in villösem Adenom	8261	03
8261/3	3	Adenokarzinom in villösem Adenom	8261	03
8261/6	6		8261	03
8261/9	9		8261	03
8262/0	0		8262	03
8262/1	1		8262	03
8262/2	2	Villöses Adenokarzinom, in-situ	8262	03
8262/3	3	Villöses Adenokarzinom	8262	03
8262/6	6		8262	03
8262/9	9		8262	03
8263/0	0	Tubulovillöses Adenom o.n.A.	8263	03
8263/1	1	Adenokarzinom in tubulovillösem Adenom, unsicherer Charakter	8263	03
8263/2	2	Adenocarcinoma in situ in tubulovillösem Adenom	8263	03
8263/3	3	Adenokarzinom in tubulovillösem Adenom	8263	03
8263/6	6		8263	03
8263/9	9		8263	03
8264/0	0	Glanduläre Papillomatose	8264	03
8264/1	1		8264	03
8264/2	2		8264	03
8264/3	3		8264	03
8264/6	6		8264	03
8264/9	9		8264	03
8265/0	0		8265	03
8265/1	1		8265	03
8265/2	2		8265	03
8265/3	3		8265	03
8265/6	6		8265	03
8265/9	9		8265	03
8270/0	0	Chromophobes Adenom C75.1	8270	03
8270/1	1	Kombination nicht in ICDO3 Katalog enthalten, aber zulässig	8270	03
8270/2	2		8270	03
8270/3	3	Chromophobes Karzinom C75.1	8270	03
8270/6	6		8270	03
8270/9	9		8270	03
8271/0	0	Prolaktinom C75.1	8271	03
8271/1	1	Kombination nicht in ICDO3 Katalog enthalten, aber zulässig	8271	03
8271/2	2		8271	03
8271/3	3	Kombination nicht in ICDO3 Katalog enthalten, aber zulässig	8271	03
8271/6	6		8271	03
8271/9	9		8271	03
8272/0	0	Hypophysenadenom o.n.A. C75.1	8272	03
8272/1	1	Hypophysenkarzinom o.n.A., unsicherer Charakter	8272	03
8272/2	2		8272	03
8272/3	3	Hypophysenkarzinom o.n.A. C75.1	8272	03
8272/6	6		8272	03
8272/9	9		8272	03
8273/3	3		8273	04
8273/6	6		8273	04
8280/0	0	Azidophiles Adenom C75.1	8280	03
8280/1	1	Kombination nicht in ICDO3 Katalog enthalten, aber zulässig	8280	03
8280/2	2		8280	03
8280/3	3	Azidophiles Karzinom C75.1	8280	03
8280/6	6		8280	03
8280/9	9		8280	03
8281/0	0	Gemischtzelliges azidophil-basophiles Adenom C75.1	8281	03
8281/1	1		8281	03
8281/2	2		8281	03
8281/3	3	Gemischtzelliges azidophil-basophiles Karzinom C75.1	8281	03
8281/6	6		8281	03
8281/9	9		8281	03
8290/0	0	Oxyphiles Adenom	8290	03
8290/1	1	Oxyphiles Adenokarzinom, unsicherer Charakter	8290	03
8290/2	2	Oxyphiles Adenokarzinom, in-situ	8290	03
8290/3	3	Oxyphiles Adenokarzinom	8290	03
8290/6	6		8290	03
8290/9	9		8290	03
8300/0	0	Basophiles Adenom C75.1	8300	03
8300/1	1		8300	03
8300/2	2		8300	03
8300/3	3	Basophiles Karzinom C75.1	8300	03
8300/6	6		8300	03
8300/9	9		8300	03
8310/0	0	Klarzelliges Adenom	8310	03
8310/1	1	Klarzelliges Adenokarzinom o.n.A., unsicherer Charakter	8310	03
8310/2	2	Klarzelliges Adenokarzinom o.n.A., in-situ	8310	03
8310/3	3	Klarzelliges Adenokarzinom o.n.A.	8310	03
8310/6	6		8310	03
8310/9	9		8310	03
8311/0	0		8311	03
8311/1	1	Hypernephroider Tumor	8311	03
8311/2	2		8311	03
8311/3	3	Hypernephroider Tumor, bösartig	8311	03
8311/6	6		8311	03
8311/9	9		8311	03
8312/0	0		8312	03
8312/1	1	Nierenzellkarzinom o.n.A., unsicherer Charakter	8312	03
8312/2	2		8312	03
8312/3	3	Nierenzellkarzinom o.n.A. C64.9	8312	03
8312/6	6		8312	03
8312/9	9		8312	03
8313/0	0	Klarzelliges Adenofibrom C56.9	8313	03
8313/1	1	Klarzelliges Adenofibrom mit Borderline-Malignität C56.9	8313	03
8313/2	2		8313	03
8313/3	3	Klarzelliges Adenokarzinofibrom C56.9	8313	03
8313/6	6		8313	03
8313/9	9		8313	03
8314/0	0		8314	03
8314/1	1		8314	03
8314/2	2		8314	03
8314/3	3	Lipidreiches Karzinom C50.-	8314	03
8314/6	6		8314	03
8314/9	9		8314	03
8315/0	0		8315	03
8315/1	1		8315	03
8315/2	2		8315	03
8315/3	3	Glykogenreiches Karzinom	8315	03
8315/6	6		8315	03
8315/9	9		8315	03
8316/0	0		8316	03
8316/1	1		8316	03
8316/2	2		8316	03
8316/3	3	Zystenassoziiertes Nierenzellkarzinom C64.9	8316	03
8316/6	6		8316	03
8316/9	9		8316	03
8317/0	0		8317	03
8317/1	1		8317	03
8317/2	2		8317	03
8317/3	3	Nierenzellkarzinom vom chromophoben Zelltyp C64.9	8317	03
8317/6	6		8317	03
8317/9	9		8317	03
8318/0	0		8318	03
8318/1	1		8318	03
8318/2	2		8318	03
8318/3	3	Sarkomatoides Nierenzellkarzinom C64.9	8318	03
8318/6	6		8318	03
8318/9	9		8318	03
8319/0	0		8319	03
8319/1	1		8319	03
8319/2	2		8319	03
8319/3	3	Sammelrohrkarzinom C64.9	8319	03
8319/6	6		8319	03
8319/9	9		8319	03
8320/0	0		8320	03
8320/1	1		8320	03
8320/2	2		8320	03
8320/3	3	Granularzellkarzinom	8320	03
8320/6	6		8320	03
8320/9	9		8320	03
8321/0	0	Hauptzelladenom C75.0	8321	03
8321/1	1		8321	03
8321/2	2		8321	03
8321/3	3		8321	03
8321/6	6		8321	03
8321/9	9		8321	03
8322/0	0	Wasserklares Adenom C75.0	8322	03
8322/1	1		8322	03
8322/2	2		8322	03
8322/3	3	Wasserklares Adenokarzinom C75.0	8322	03
8322/6	6		8322	03
8322/9	9		8322	03
8323/0	0	Gemischtzelliges Adenom	8323	03
8323/1	1	Gemischtzelliges Adenomkarzinom, unsicherer Charakter	8323	03
8323/2	2		8323	03
8323/3	3	Gemischtzelliges Adenokarzinom	8323	03
8323/6	6		8323	03
8323/9	9		8323	03
8324/0	0	Lipoadenom	8324	03
8324/1	1		8324	03
8324/2	2		8324	03
8324/3	3		8324	03
8324/6	6		8324	03
8324/9	9		8324	03
8325/0	0	Nachnieren-Adenom C64.9	8325	03
8325/1	1		8325	03
8325/2	2		8325	03
8325/3	3		8325	03
8325/6	6		8325	03
8325/9	9		8325	03
8330/0	0	Follikuläres Adenom C73.9	8330	03
8330/1	1	Atypisches follikuläres Adenom C73.9	8330	03
8330/2	2		8330	03
8330/3	3	Follikuläres Adenokarzinom o.n.A. C73.9	8330	03
8330/6	6		8330	03
8330/9	9		8330	03
8331/0	0		8331	03
8331/1	1		8331	03
8331/2	2		8331	03
8331/3	3	Gut differenziertes follikuläres Adenokarzinom C73.9	8331	03
8331/6	6		8331	03
8331/9	9		8331	03
8332/0	0		8332	03
8332/1	1		8332	03
8332/2	2		8332	03
8332/3	3	Trabekuläres follikuläres Adenokarzinom C73.9	8332	03
8332/6	6		8332	03
8332/9	9		8332	03
8333/0	0	Mikrofollikuläres Adenom C73.9	8333	03
8333/1	1		8333	03
8333/2	2		8333	03
8333/3	3	Fetales Adenokarzinom	8333	03
8333/6	6		8333	03
8333/9	9		8333	03
8334/0	0	Makrofollikuläres Adenom C73.9	8334	03
8334/1	1		8334	03
8334/2	2		8334	03
8334/3	3		8334	03
8334/6	6		8334	03
8334/9	9		8334	03
8335/0	0		8335	03
8335/1	1		8335	03
8335/2	2		8335	03
8335/3	3	Minimal-invasives follikuläres Karzinom C73.9	8335	03
8335/6	6		8335	03
8335/9	9		8335	03
8336/0	0	Hyalinisiertes trabekuläres Adenom C73.9	8336	03
8336/1	1		8336	03
8336/2	2		8336	03
8336/3	3		8336	03
8336/6	6		8336	03
8336/9	9		8336	03
8337/0	0		8337	03
8337/1	1		8337	03
8337/2	2		8337	03
8337/3	3	Insuläres Karzinom C73.9	8337	03
8337/6	6		8337	03
8337/9	9		8337	03
8339/3	3		8339	04
8339/6	6		8339	04
8340/0	0		8340	04
8340/1	1		8340	04
8340/2	2		8340	04
8340/3	3	Papilläres Karzinom, follikuläre Variante C73.9	8340	04
8340/6	6		8340	04
8340/9	9		8340	04
8341/0	0		8341	04
8341/1	1		8341	04
8341/2	2		8341	04
8341/3	3	Papilläres Mikrokarzinom C73.9	8341	04
8341/6	6		8341	04
8341/9	9		8341	04
8342/0	0		8342	04
8342/1	1		8342	04
8342/2	2		8342	04
8342/3	3	Oxyphiles papilläres Karzinom C73.9	8342	04
8342/6	6		8342	04
8342/9	9		8342	04
8343/0	0		8343	04
8343/1	1		8343	04
8343/2	2		8343	04
8343/3	3	Abgekapseltes papilläres Karzinom C73.9	8343	04
8343/6	6		8343	04
8343/9	9		8343	04
8344/0	0		8344	04
8344/1	1		8344	04
8344/2	2		8344	04
8344/3	3	Zylinderzelliges papilläres Schilddrüsenkarzinom C73.9	8344	04
8344/6	6		8344	04
8344/9	9		8344	04
8345/0	0		8345	04
8345/1	1		8345	04
8345/2	2		8345	04
8345/3	3	Medulläres Karzinom mit amyloidem Stroma C73.9	8345	04
8345/6	6		8345	04
8345/9	9		8345	04
8346/0	0		8346	04
8346/1	1		8346	04
8346/2	2		8346	04
8346/3	3	Gemischtzelliges medullär-follikuläres Karzinom C73.9	8346	04
8346/6	6		8346	04
8346/9	9		8346	04
8347/0	0		8347	04
8347/1	1		8347	04
8347/2	2		8347	04
8347/3	3	Medulläres Karzinom mit papillärer Komponente C73.9	8347	04
8347/6	6		8347	04
8347/9	9		8347	04
8348/1	1		8348	04
8349/1	1		8349	04
8350/0	0		8350	03
8350/1	1		8350	03
8350/2	2		8350	03
8350/3	3	Nichtabgekapseltes sklerosierendes Karzinom C73.9	8350	03
8350/6	6		8350	03
8350/9	9		8350	03
8360/0	0		8360	03
8360/1	1	Multiple endokrine Adenome	8360	03
8360/2	2		8360	03
8360/3	3		8360	03
8360/6	6		8360	03
8360/9	9		8360	03
8361/0	0	Juxtaglomerulärer Tumor C64.9	8361	03
8361/1	1		8361	03
8361/2	2		8361	03
8361/3	3		8361	03
8361/6	6		8361	03
8361/9	9		8361	03
8370/0	0	Nebennierenrindenadenom o.n.A. C74.0	8370	03
8370/1	1	Nebennierenrindenkarzinom, unsicherer Charakter	8370	03
8370/2	2		8370	03
8370/3	3	Nebennierenrindenkarzinom C74.0	8370	03
8370/6	6		8370	03
8370/9	9		8370	03
8371/0	0	Nebennierenrindenadenom vom Kompaktzelltyp C74.0	8371	03
8371/1	1		8371	03
8371/2	2		8371	03
8371/3	3		8371	03
8371/6	6		8371	03
8371/9	9		8371	03
8372/0	0	Stark pigmentiertes Nebennierenrindenadenom C74.0	8372	03
8372/1	1		8372	03
8372/2	2		8372	03
8372/3	3		8372	03
8372/6	6		8372	03
8372/9	9		8372	03
8373/0	0	Klarzelliges Nebennierenrindenadenom C74.0	8373	03
8373/1	1		8373	03
8373/2	2		8373	03
8373/3	3		8373	03
8373/6	6		8373	03
8373/9	9		8373	03
8374/0	0	Glomerulosazelliges Nebennierenrindenadenom C74.0	8374	03
8374/1	1		8374	03
8374/2	2		8374	03
8374/3	3		8374	03
8374/6	6		8374	03
8374/9	9		8374	03
8375/0	0	Gemischtzelliges Nebennierenrindenadenom C74.0	8375	03
8375/1	1		8375	03
8375/2	2		8375	03
8375/3	3		8375	03
8375/6	6		8375	03
8375/9	9		8375	03
8380/0	0	Endometrioides Adenom o.n.A.	8380	03
8380/1	1	Endometrioides Adenom mit Borderline-Malignität	8380	03
8380/2	2	Endometrioides Adenokarzinom o.n.A., in-situ	8380	03
8380/3	3	Endometrioides Adenokarzinom o.n.A.	8380	03
8380/6	6		8380	03
8380/9	9		8380	03
8381/0	0	Endometrioides Adenofibrom o.n.A.	8381	03
8381/1	1	Endometrioides Adenofibrom mit Borderline-Malignität	8381	03
8381/2	2	Malignes endometrioides Adenofibrom, in-situ	8381	03
8381/3	3	Malignes endometrioides Adenofibrom	8381	03
8381/6	6		8381	03
8381/9	9		8381	03
8382/0	0		8382	03
8382/1	1		8382	03
8382/2	2		8382	03
8382/3	3	Endometrioides Adenokarzinom, sekretorische Variante	8382	03
8382/6	6		8382	03
8382/9	9		8382	03
8383/0	0		8383	03
8383/1	1		8383	03
8383/2	2		8383	03
8383/3	3	Endometrioides Adenokarzinom, Flimmerepithel-Variante	8383	03
8383/6	6		8383	03
8383/9	9		8383	03
8384/0	0		8384	03
8384/1	1		8384	03
8384/2	2	Endozervikales Adenokarzinom, in-situ	8384	03
8384/3	3	Endozervikales Adenokarzinom	8384	03
8384/6	6		8384	03
8384/9	9		8384	03
8390/0	0	Adenom der Hautanhangsgebilde C44.-	8390	03
8390/1	1		8390	03
8390/2	2		8390	03
8390/3	3	Karzinom der Hautanhangsgebilde C44.-	8390	03
8390/6	6		8390	03
8390/9	9		8390	03
8391/0	0	Follikuläres Fibrom C44.-	8391	03
8391/1	1		8391	03
8391/2	2		8391	03
8391/3	3		8391	03
8391/6	6		8391	03
8391/9	9		8391	03
8392/0	0	Syringofibroadenom C44.-	8392	03
8392/1	1		8392	03
8392/2	2		8392	03
8392/3	3		8392	03
8392/6	6		8392	03
8392/9	9		8392	03
8400/0	0	Schweißdrüsenadenom C44.-	8400	03
8400/1	1	Schweißdrüsentumor o.n.A. C44.-	8400	03
8400/2	2	Schweißdrüsenadenokarzinom, in-situ	8400	03
8400/3	3	Schweißdrüsenadenokarzinom C44.-	8400	03
8400/6	6		8400	03
8400/9	9		8400	03
8401/0	0	Apokrines Adenom	8401	03
8401/1	1		8401	03
8401/2	2	Apokrines Adenokarzinom, in-situ	8401	03
8401/3	3	Apokrines Adenokarzinom	8401	03
8401/6	6		8401	03
8401/9	9		8401	03
8402/0	0	Noduläres Hidradenom C44.-	8402	03
8402/1	1		8402	03
8402/2	2		8402	03
8402/3	3	Malignes noduläres Hidradenom C44.-	8402	03
8402/6	6		8402	03
8402/9	9		8402	03
8403/0	0	Ekkrines Spiradenom C44.-	8403	03
8403/1	1		8403	03
8403/2	2		8403	03
8403/3	3	Malignes ekkrines Spiradenom C44.-	8403	03
8403/6	6		8403	03
8403/9	9		8403	03
8404/0	0	Hidrozystom C44.-	8404	03
8404/1	1		8404	03
8404/2	2		8404	03
8404/3	3		8404	03
8404/6	6		8404	03
8404/9	9		8404	03
8405/0	0	Papilläres Hidradenom	8405	03
8405/1	1		8405	03
8405/2	2		8405	03
8405/3	3		8405	03
8405/6	6		8405	03
8405/9	9		8405	03
8406/0	0	Papilläres Syringadenom C44.-	8406	03
8406/1	1		8406	03
8406/2	2		8406	03
8406/3	3	Kombination nicht in ICDO3 Katalog enthalten, aber zulässig	8406	03
8406/6	6		8406	03
8406/9	9		8406	03
8407/0	0	Syringom o.n.A. C44.-	8407	03
8407/1	1		8407	03
8407/2	2		8407	03
8407/3	3	Sklerosierendes Karzinomder Schweißdrüsenausführungsgänge C44.-	8407	03
8407/6	6		8407	03
8407/9	9		8407	03
8408/0	0	Ekkrines papilläres Adenom C44.-	8408	03
8408/1	1	Aggressives digitales papilläres Adenom C44.-	8408	03
8408/2	2		8408	03
8408/3	3	Ekkrines papilläres Adenokarzinom C44.-	8408	03
8408/6	6		8408	03
8408/9	9		8408	03
8409/0	0	Ekkrines Porom C44.-	8409	03
8409/1	1		8409	03
8409/2	2	Malignes ekkrines Porom, in-situ	8409	03
8409/3	3	Malignes ekkrines Porom	8409	03
8409/6	6		8409	03
8409/9	9		8409	03
8410/0	0	Talgdrüsenadenom C44.-	8410	03
8410/1	1		8410	03
8410/2	2	Talgdrüsenadenokarzinom, in-situ	8410	03
8410/3	3	Talgdrüsenadenokarzinom C44.-	8410	03
8410/6	6		8410	03
8410/9	9		8410	03
8413/0	0		8413	03
8413/1	1		8413	03
8413/2	2		8413	03
8413/3	3	Ekkrines Adenokarzinom C44.-	8413	03
8413/6	6		8413	03
8413/9	9		8413	03
8420/0	0	Zeruminaladenom C44.2	8420	03
8420/1	1		8420	03
8420/2	2		8420	03
8420/3	3	Zeruminaladenokarzinom C44.2	8420	03
8420/6	6		8420	03
8420/9	9		8420	03
8430/0	0		8430	03
8430/1	1	Mukoepidermoidtumor	8430	03
8430/2	2	Kombination nicht in ICDO3 Katalog enthalten, aber zulässig	8430	03
8430/3	3	Mukoepidermoid-Karzinom	8430	03
8430/6	6		8430	03
8430/9	9		8430	03
8440/0	0	Zystadenom o.n.A	8440	03
8440/1	1	Zystadenokarzinom o.n.A., unsicherer Charakter	8440	03
8440/2	2		8440	03
8440/3	3	Zystadenokarzinom o.n.A.	8440	03
8440/6	6		8440	03
8440/9	9		8440	03
8441/0	0	Seröses Zystadenom o.n.A.	8441	03
8441/1	1		8441	03
8441/2	2		8441	03
8441/3	3	Seröses Zystadenokarzinom o.n.A. C56.9	8441	03
8441/6	6		8441	03
8441/9	9		8441	03
8442/0	0		8442	03
8442/1	1	Seröses Zystadenom mit Borderline-Malignität C56.9	8442	03
8442/2	2		8442	03
8442/3	3	Seröses Zystadenom mit Borderline-Malignität, bösartig	8442	03
8442/6	6		8442	03
8442/9	9		8442	03
8443/0	0	Klarzelliges Zystadenom C56.9	8443	03
8443/1	1		8443	03
8443/2	2		8443	03
8443/3	3		8443	03
8443/6	6		8443	03
8443/9	9		8443	03
8444/0	0		8444	03
8444/1	1	Klarzelliger zystischer Tumor mit Borderline-Malignität C56.9	8444	03
8444/2	2		8444	03
8444/3	3		8444	03
8444/6	6		8444	03
8444/9	9		8444	03
8450/0	0	Papilläres Zystadenom o.n.A. C56.9	8450	03
8450/1	1		8450	03
8450/2	2		8450	03
8450/3	3	Papilläres Zystadenokarzinom o.n.A. C56.9	8450	03
8450/6	6		8450	03
8450/9	9		8450	03
8451/0	0		8451	03
8451/1	1	Papilläres Zystadenom mit Borderline-Malignität C56.9	8451	03
8451/2	2	Papilläres Zystadenom mit Borderline-Malignität, in-situ	8451	03
8451/3	3	Papilläres Zystadenom mit Borderline-Malignität, bösartig	8451	03
8451/6	6		8451	03
8451/9	9		8451	03
8452/0	0		8452	03
8452/1	1	Solid-pseudopapillärer Tumor C25.-	8452	03
8452/2	2		8452	03
8452/3	3	Solid-pseudopapilläres Karzinom C25.-	8452	03
8452/6	6		8452	03
8452/9	9		8452	03
8453/0	0	Intraduktales papillär-muzinöses Adenom C25.-	8453	03
8453/1	1	Intraduktaler papillär-muzinöser Tumor mit mäßiger Dysplasie C25.-	8453	03
8453/2	2	Nichtinvasives intraduktales papillär-muzinöses Karzinom C25.-	8453	03
8453/3	3	Invasives intraduktales papillär-muzinöses Adenokarzinom C25.-	8453	03
8453/6	6		8453	03
8453/9	9		8453	03
8454/0	0	Zystischer Tumor des atrioventrikulären Knotens C38.0	8454	03
8454/1	1		8454	03
8454/2	2		8454	03
8454/3	3		8454	03
8454/6	6		8454	03
8454/9	9		8454	03
8460/0	0	Seröses papilläres Zystadenom C56.9	8460	03
8460/1	1	Seriöses papilläres Zystadenokarzinom, unsicherer Charakter	8460	03
8460/2	2	Seriöses papilläres Zystadenokarzinom, in-situ	8460	03
8460/3	3	Seröses papilläres Zystadenokarzinom C56.9	8460	03
8460/6	6		8460	03
8460/9	9		8460	03
8461/0	0	Seröses Oberflächenpapillom o.n.A. C56.9	8461	03
8461/1	1	Seriöses papilläres Oberflächenkarzinom, unsicherer Charakter	8461	03
8461/2	2		8461	03
8461/3	3	Seröses papilläres Oberflächenkarzinom C56.9	8461	03
8461/6	6		8461	03
8461/9	9		8461	03
8462/0	0		8462	03
8462/1	1	Serös-papillärer zystischer Tumor mit Borderline-Malignität C56.9	8462	03
8462/2	2	Seriös-papillärer zystischer Tumor mit Borderline-Malignität, in-situ	8462	03
8462/3	3	serös-papillärer zystischer Tumor, bösartig	8462	03
8462/6	6		8462	03
8462/9	9		8462	03
8463/0	0		8463	03
8463/1	1	Serös-papillärer Oberflächentumor mit Borderline-Malignität C56.9	8463	03
8463/2	2		8463	03
8463/3	3	Seriös-papillärer Oberflächentumor mit Borderline-Malignität, bösartig	8463	03
8463/6	6		8463	03
8463/9	9		8463	03
8470/0	0	Muzinöses Zystadenom o.n.A. C56.9	8470	03
8470/1	1	Muzinöser zystischer Tumor mit mäßiger Dysplasie C25.-	8470	03
8470/2	2	Nichtinvasives muzinöses Zystadenom C25.-	8470	03
8470/3	3	Muzinöses Zystadenokarzinom o.n.A. C56.9	8470	03
8470/6	6		8470	03
8470/9	9		8470	03
8471/0	0	Muzinöses papilläres Zystadenom o.n.A. C56.9	8471	03
8471/1	1	Muzinöses papilläres Zystadenokarzinom, unsicherer Charakter	8471	03
8471/2	2		8471	03
8471/3	3	Muzinöses papilläres Zystadenokarzinom C56.9	8471	03
8471/6	6		8471	03
8471/9	9		8471	03
8472/0	0		8472	03
8472/1	1	Muzinöser zystischer Tumor mit Borderline-Malignität C56.9	8472	03
8472/2	2	Muzinöser zystischer Tumor mit Borderline-Malignität, in-situ	8472	03
8472/3	3	Muzinöser zystischer Tumor mit Borderline-Malignität, bösartig	8472	03
8472/6	6		8472	03
8472/9	9		8472	03
8473/0	0		8473	03
8473/1	1	Muzinöses papilläres Zystadenom mit Borderline-Malignität C56.9	8473	03
8473/2	2		8473	03
8473/3	3	Muzinöses papilläres Zystadenom mit Borderline-Malignität, bösartig	8473	03
8473/6	6		8473	03
8473/9	9		8473	03
8474/0	0		8474	03
8474/1	1		8474	03
8474/2	2		8474	03
8474/3	3		8474	03
8474/6	6		8474	03
8474/9	9		8474	03
8480/0	0	Muzinöses Adenom	8480	03
8480/1	1	Muzinöses Adenokarzinom, unsicherer Charakter	8480	03
8480/2	2	Muzinöses Adenokarzinom, in-situ	8480	03
8480/3	3	Muzinöses Adenokarzinom	8480	03
8480/6	6	Pseudomyxoma peritonei	8480	03
8480/9	9		8480	03
8481/0	0		8481	03
8481/1	1		8481	03
8481/2	2	Schleimbildendes Adenokarzinom, in-situ	8481	03
8481/3	3	Schleimbildendes Adenokarzinom	8481	03
8481/6	6		8481	03
8481/9	9		8481	03
8482/0	0		8482	03
8482/1	1		8482	03
8482/2	2		8482	03
8482/3	3	Endozervikales muzinöses Adenokarzinom	8482	03
8482/6	6		8482	03
8482/9	9		8482	03
8490/0	0		8490	03
8490/1	1		8490	03
8490/2	2	Siegelringzellkarzinom, in-situ	8490	03
8490/3	3	Siegelringzellkarzinom	8490	03
8490/6	6	Metastase eines Siegelringzellkarzinomes	8490	03
8490/9	9		8490	03
8500/0	0		8500	03
8500/1	1	Invasives duktales Karzinom o.n.A., unsicherer Charakter	8500	03
8500/2	2	Nichtinfiltrierendes intraduktales Karzinom o.n.A.	8500	03
8500/3	3	Invasives duktales Karzinom o.n.A. C50.-	8500	03
8500/6	6		8500	03
8500/9	9		8500	03
8501/0	0		8501	03
8501/1	1		8501	03
8501/2	2	Nichtinvasives Komedokarzinom C50.-	8501	03
8501/3	3	Komedokarzinom o.n.A. C50.-	8501	03
8501/6	6		8501	03
8501/9	9		8501	03
8502/0	0		8502	03
8502/1	1		8502	03
8502/2	2		8502	03
8502/3	3	Sekretorisches Mammakarzinom C50.-	8502	03
8502/6	6		8502	03
8502/9	9		8502	03
8503/0	0	Intraduktales Papillom	8503	03
8503/1	1	Intraduktales papilläres Adenokarzinom mit Invasion, unsicherer Charakter	8503	03
8503/2	2	Nichtinvasives intraduktales papilläres Adenokarzinom C50.-	8503	03
8503/3	3	Intraduktales papilläres Adenokarzinom mit Invasion C50.-	8503	03
8503/6	6		8503	03
8503/9	9		8503	03
8504/0	0	Intrazystisches papilläres Adenom	8504	03
8504/1	1		8504	03
8504/2	2	Nichtinvasives intrazystisches Karzinom	8504	03
8504/3	3	Intrazystisches Karzinom o.n.A.	8504	03
8504/6	6		8504	03
8504/9	9		8504	03
8505/0	0	Intraduktale Papillomatose o.n.A.	8505	03
8505/1	1		8505	03
8505/2	2		8505	03
8505/3	3		8505	03
8505/6	6		8505	03
8505/9	9		8505	03
8506/0	0	Brustwarzen-Adenom C50.0	8506	03
8506/1	1		8506	03
8506/2	2		8506	03
8506/3	3		8506	03
8506/6	6		8506	03
8506/9	9		8506	03
8507/0	0		8507	03
8507/1	1		8507	03
8507/2	2	Intraduktales mikropapilläres Karzinom C50.-	8507	03
8507/3	3	mikropapilläres Karzinom, bösartig	8507	03
8507/6	6		8507	03
8507/9	9		8507	03
8508/0	0		8508	03
8508/1	1		8508	03
8508/2	2		8508	03
8508/3	3	Zystisch-hypersekretorisches Karzinom C50.-	8508	03
8508/6	6		8508	03
8508/9	9		8508	03
8509/2	2		8509	03
8509/3	3		8509	03
8509/6	6		8509	03
8510/0	0		8510	03
8510/1	1		8510	03
8510/2	2		8510	03
8510/3	3	Medulläres Karzinom o.n.A.	8510	03
8510/6	6		8510	03
8510/9	9		8510	03
8511/0	0		8511	03
8511/1	1		8511	03
8511/2	2		8511	03
8511/3	3		8511	03
8511/6	6		8511	03
8511/9	9		8511	03
8512/0	0		8512	03
8512/1	1		8512	03
8512/2	2		8512	03
8512/3	3	Medulläres Karzinom mit lymphoidem Stroma	8512	03
8512/6	6		8512	03
8512/9	9		8512	03
8513/0	0		8513	03
8513/1	1		8513	03
8513/2	2		8513	03
8513/3	3	Atypisches medulläres Karzinom C50.-	8513	03
8513/6	6		8513	03
8513/9	9		8513	03
8514/0	0		8514	03
8514/1	1		8514	03
8514/2	2		8514	03
8514/3	3	Desmoplastisches duktales Karzinom	8514	03
8514/6	6		8514	03
8514/9	9		8514	03
8515/0	0		8515	03
8515/1	1		8515	03
8515/2	2		8515	03
8515/3	3		8515	03
8515/6	6		8515	03
8515/9	9		8515	03
8519/2	2		8519	03
8520/0	0		8520	03
8520/1	1	Lobuläres Karzinom o.n.A., unsicherer Charakter	8520	03
8520/2	2	Lobuläres Carcinoma in situ o.n.A. C50.-	8520	03
8520/3	3	Lobuläres Karzinom o.n.A. C50.-	8520	03
8520/6	6		8520	03
8520/9	9		8520	03
8521/0	0		8521	03
8521/1	1		8521	03
8521/2	2		8521	03
8521/3	3	Invasives duktuläres Karzinom C50.-	8521	03
8521/6	6		8521	03
8521/9	9		8521	03
8522/0	0		8522	03
8522/1	1		8522	03
8522/2	2	Intraduktales Karzinom und lobuläres Carcinoma in situ C50.-	8522	03
