id	code	id3	chapter	name
E841	E84.1	E70	4	Zystische Fibrose mit Darmmanifestationen
E848	E84.8	E70	4	Zystische Fibrose mit sonstigen Manifestationen
E8480	E84.80	E70	4	Zystische Fibrose mit Lungen- und Darm-Manifestation
E8487	E84.87	E70	4	Zystische Fibrose mit sonstigen multiplen Manifestationen
E8488	E84.88	E70	4	Zystische Fibrose mit sonstigen Manifestationen
E849	E84.9	E70	4	Zystische Fibrose, nicht näher bezeichnet
E85	E85	E70	4	Amyloidose
E850	E85.0	E70	4	Nichtneuropathische heredofamiliäre Amyloidose
E851	E85.1	E70	4	Neuropathische heredofamiliäre Amyloidose
E852	E85.2	E70	4	Heredofamiliäre Amyloidose, nicht näher bezeichnet
E853	E85.3	E70	4	Sekundäre systemische Amyloidose
E854	E85.4	E70	4	Organbegrenzte Amyloidose
E858	E85.8	E70	4	Sonstige Amyloidose
E859	E85.9	E70	4	Amyloidose, nicht näher bezeichnet
E86	E86	E70	4	Volumenmangel
E87	E87	E70	4	Sonstige Störungen des Wasser- und Elektrolythaushaltes sowie des Säure-Basen-Gleichgewichts
E870	E87.0	E70	4	Hyperosmolalität und Hypernatriämie
E871	E87.1	E70	4	Hypoosmolalität und Hyponatriämie
E872	E87.2	E70	4	Azidose
E873	E87.3	E70	4	Alkalose
E874	E87.4	E70	4	Gemischte Störung des Säure-Basen-Gleichgewichts
E875	E87.5	E70	4	Hyperkaliämie
E876	E87.6	E70	4	Hypokaliämie
E877	E87.7	E70	4	Flüssigkeitsüberschuss
E878	E87.8	E70	4	Sonstige Störungen des Wasser- und Elektrolythaushaltes, anderenorts nicht klassifiziert
E88	E88	E70	4	Sonstige Stoffwechselstörungen
E880	E88.0	E70	4	Störungen des Plasmaprotein-Stoffwechsels, anderenorts nicht klassifiziert
E881	E88.1	E70	4	Lipodystrophie, anderenorts nicht klassifiziert
E882	E88.2	E70	4	Lipomatose, anderenorts nicht klassifiziert
E8820	E88.20	E70	4	Lipödem, Stadium I
E8821	E88.21	E70	4	Lipödem, Stadium II
E8822	E88.22	E70	4	Lipödem, Stadium III
E8828	E88.28	E70	4	Sonstiges oder nicht näher bezeichnetes Lipödem
E8829	E88.29	E70	4	Sonstige Lipomatose, anderenorts nicht klassifiziert
E883	E88.3	E70	4	Tumorlyse-Syndrom
E888	E88.8	E70	4	Sonstige näher bezeichnete Stoffwechselstörungen
E889	E88.9	E70	4	Stoffwechselstörung, nicht näher bezeichnet
E89	E89	E70	4	Endokrine und Stoffwechselstörungen nach medizinischen Maßnahmen, anderenorts nicht klassifiziert
E890	E89.0	E70	4	Hypothyreose nach medizinischen Maßnahmen
E891	E89.1	E70	4	Hypoinsulinämie nach medizinischen Maßnahmen
E892	E89.2	E70	4	Hypoparathyreoidismus nach medizinischen Maßnahmen
E893	E89.3	E70	4	Hypopituitarismus nach medizinischen Maßnahmen
E894	E89.4	E70	4	Ovarialinsuffizienz nach medizinischen Maßnahmen
E895	E89.5	E70	4	Testikuläre Unterfunktion nach medizinischen Maßnahmen
E896	E89.6	E70	4	Nebennierenrinden- (Nebennierenmark-) Unterfunktion nach medizinischen Maßnahmen
E898	E89.8	E70	4	Sonstige endokrine oder Stoffwechselstörungen nach medizinischen Maßnahmen
E899	E89.9	E70	4	Endokrine oder Stoffwechselstörung nach medizinischen Maßnahmen, nicht näher bezeichnet
E90	E90	E70	4	Ernährungs- und Stoffwechselstörungen bei anderenorts klassifizierten Krankheiten
F00	F00	F00	5	Demenz bei Alzheimer-Krankheit
F000	F00.0	F00	5	Demenz bei Alzheimer-Krankheit, mit frühem Beginn (Typ 2)
F001	F00.1	F00	5	Demenz bei Alzheimer-Krankheit, mit spätem Beginn (Typ 1)
F002	F00.2	F00	5	Demenz bei Alzheimer-Krankheit, atypische oder gemischte Form
F009	F00.9	F00	5	Demenz bei Alzheimer-Krankheit, nicht näher bezeichnet
F01	F01	F00	5	Vaskuläre Demenz
F010	F01.0	F00	5	Vaskuläre Demenz mit akutem Beginn
F011	F01.1	F00	5	Multiinfarkt-Demenz
F012	F01.2	F00	5	Subkortikale vaskuläre Demenz
F013	F01.3	F00	5	Gemischte kortikale und subkortikale vaskuläre Demenz
F018	F01.8	F00	5	Sonstige vaskuläre Demenz
F019	F01.9	F00	5	Vaskuläre Demenz, nicht näher bezeichnet
F02	F02	F00	5	Demenz bei anderenorts klassifizierten Krankheiten
F020	F02.0	F00	5	Demenz bei Pick-Krankheit
F021	F02.1	F00	5	Demenz bei Creutzfeldt-Jakob-Krankheit
F022	F02.2	F00	5	Demenz bei Chorea Huntington
F023	F02.3	F00	5	Demenz bei primärem Parkinson-Syndrom
F024	F02.4	F00	5	Demenz bei HIV-Krankheit [Humane Immundefizienz-Viruskrankheit]
F028	F02.8	F00	5	Demenz bei anderenorts klassifizierten Krankheitsbildern
F03	F03	F00	5	Nicht näher bezeichnete Demenz
F04	F04	F00	5	Organisches amnestisches Syndrom, nicht durch Alkohol oder andere psychotrope Substanzen bedingt
F05	F05	F00	5	Delir, nicht durch Alkohol oder andere psychotrope Substanzen bedingt
F050	F05.0	F00	5	Delir ohne Demenz
F051	F05.1	F00	5	Delir bei Demenz
F058	F05.8	F00	5	Sonstige Formen des Delirs
F059	F05.9	F00	5	Delir, nicht näher bezeichnet
F06	F06	F00	5	Andere psychische Störungen aufgrund einer Schädigung oder Funktionsstörung des Gehirns oder einer körperlichen Krankheit
F060	F06.0	F00	5	Organische Halluzinose
F061	F06.1	F00	5	Organische katatone Störung
F062	F06.2	F00	5	Organische wahnhafte [schizophreniforme] Störung
F063	F06.3	F00	5	Organische affektive Störungen
F064	F06.4	F00	5	Organische Angststörung
F065	F06.5	F00	5	Organische dissoziative Störung
F066	F06.6	F00	5	Organische emotional labile [asthenische] Störung
F067	F06.7	F00	5	Leichte kognitive Störung
F07	F07	F00	5	Persönlichkeits- und Verhaltensstörung aufgrund einer Krankheit, Schädigung oder Funktionsstörung des Gehirns
F070	F07.0	F00	5	Organische Persönlichkeitsstörung
F068	F06.8	F00	5	Sonstige näher bezeichnete organische psychische Störungen aufgrund einer Schädigung oder Funktionsstörung des Gehirns oder einer körperlichen Krankheit
F069	F06.9	F00	5	Nicht näher bezeichnete organische psychische Störung aufgrund einer Schädigung oder Funktionsstörung des Gehirns oder einer körperlichen Krankheit
F071	F07.1	F00	5	Postenzephalitisches Syndrom
F072	F07.2	F00	5	Organisches Psychosyndrom nach Schädelhirntrauma
F078	F07.8	F00	5	Sonstige organische Persönlichkeits- und Verhaltensstörungen aufgrund einer Krankheit, Schädigung oder Funktionsstörung des Gehirns
F079	F07.9	F00	5	Nicht näher bezeichnete organische Persönlichkeits- und Verhaltensstörung aufgrund einer Krankheit, Schädigung oder Funktionsstörung des Gehirns
F09	F09	F00	5	Nicht näher bezeichnete organische oder symptomatische psychische Störung
F10	F10	F10	5	Psychische und Verhaltensstörungen durch Alkohol
F100	F10.0	F10	5	Akute Intoxikation [akuter Rausch]
F101	F10.1	F10	5	Schädlicher Gebrauch
F102	F10.2	F10	5	Abhängigkeitssyndrom
F103	F10.3	F10	5	Entzugssyndrom
F104	F10.4	F10	5	Entzugssyndrom mit Delir
F105	F10.5	F10	5	Psychotische Störung
F106	F10.6	F10	5	Amnestisches Syndrom
F107	F10.7	F10	5	Restzustand und verzögert auftretende psychotische Störung
F108	F10.8	F10	5	Sonstige psychische und Verhaltensstörungen
F109	F10.9	F10	5	Nicht näher bezeichnete psychische und Verhaltensstörung
F11	F11	F10	5	Psychische und Verhaltensstörungen durch Opioide
F110	F11.0	F10	5	Akute Intoxikation [akuter Rausch]
F111	F11.1	F10	5	Schädlicher Gebrauch
F112	F11.2	F10	5	Abhängigkeitssyndrom
F113	F11.3	F10	5	Entzugssyndrom
F114	F11.4	F10	5	Entzugssyndrom mit Delir
F115	F11.5	F10	5	Psychotische Störung
F116	F11.6	F10	5	Amnestisches Syndrom
F117	F11.7	F10	5	Restzustand und verzögert auftretende psychotische Störung
F118	F11.8	F10	5	Sonstige psychische und Verhaltensstörungen
F119	F11.9	F10	5	Nicht näher bezeichnete psychische und Verhaltensstörung
F12	F12	F10	5	Psychische und Verhaltensstörungen durch Cannabinoide
F120	F12.0	F10	5	Akute Intoxikation [akuter Rausch]
F121	F12.1	F10	5	Schädlicher Gebrauch
F122	F12.2	F10	5	Abhängigkeitssyndrom
F123	F12.3	F10	5	Entzugssyndrom
F124	F12.4	F10	5	Entzugssyndrom mit Delir
F125	F12.5	F10	5	Psychotische Störung
F126	F12.6	F10	5	Amnestisches Syndrom
F127	F12.7	F10	5	Restzustand und verzögert auftretende psychotische Störung
F128	F12.8	F10	5	Sonstige psychische und Verhaltensstörungen
F129	F12.9	F10	5	Nicht näher bezeichnete psychische und Verhaltensstörung
F13	F13	F10	5	Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika
F130	F13.0	F10	5	Akute Intoxikation [akuter Rausch]
F131	F13.1	F10	5	Schädlicher Gebrauch
F132	F13.2	F10	5	Abhängigkeitssyndrom
F133	F13.3	F10	5	Entzugssyndrom
F134	F13.4	F10	5	Entzugssyndrom mit Delir
F135	F13.5	F10	5	Psychotische Störung
F136	F13.6	F10	5	Amnestisches Syndrom
F137	F13.7	F10	5	Restzustand und verzögert auftretende psychotische Störung
F138	F13.8	F10	5	Sonstige psychische und Verhaltensstörungen
F139	F13.9	F10	5	Nicht näher bezeichnete psychische und Verhaltensstörung
F14	F14	F10	5	Psychische und Verhaltensstörungen durch Kokain
F140	F14.0	F10	5	Akute Intoxikation [akuter Rausch]
F141	F14.1	F10	5	Schädlicher Gebrauch
F142	F14.2	F10	5	Abhängigkeitssyndrom
F143	F14.3	F10	5	Entzugssyndrom
F144	F14.4	F10	5	Entzugssyndrom mit Delir
F145	F14.5	F10	5	Psychotische Störung
F146	F14.6	F10	5	Amnestisches Syndrom
F147	F14.7	F10	5	Restzustand und verzögert auftretende psychotische Störung
F148	F14.8	F10	5	Sonstige psychische und Verhaltensstörungen
F149	F14.9	F10	5	Nicht näher bezeichnete psychische und Verhaltensstörung
F15	F15	F10	5	Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein
F150	F15.0	F10	5	Akute Intoxikation [akuter Rausch]
F151	F15.1	F10	5	Schädlicher Gebrauch
F152	F15.2	F10	5	Abhängigkeitssyndrom
F153	F15.3	F10	5	Entzugssyndrom
F154	F15.4	F10	5	Entzugssyndrom mit Delir
F155	F15.5	F10	5	Psychotische Störung
F156	F15.6	F10	5	Amnestisches Syndrom
F157	F15.7	F10	5	Restzustand und verzögert auftretende psychotische Störung
F158	F15.8	F10	5	Sonstige psychische und Verhaltensstörungen
F159	F15.9	F10	5	Nicht näher bezeichnete psychische und Verhaltensstörung
F16	F16	F10	5	Psychische und Verhaltensstörungen durch Halluzinogene
F160	F16.0	F10	5	Akute Intoxikation [akuter Rausch]
F161	F16.1	F10	5	Schädlicher Gebrauch
F162	F16.2	F10	5	Abhängigkeitssyndrom
F163	F16.3	F10	5	Entzugssyndrom
F164	F16.4	F10	5	Entzugssyndrom mit Delir
F165	F16.5	F10	5	Psychotische Störung
F166	F16.6	F10	5	Amnestisches Syndrom
F167	F16.7	F10	5	Restzustand und verzögert auftretende psychotische Störung
F168	F16.8	F10	5	Sonstige psychische und Verhaltensstörungen
F169	F16.9	F10	5	Nicht näher bezeichnete psychische und Verhaltensstörung
F17	F17	F10	5	Psychische und Verhaltensstörungen durch Tabak
F170	F17.0	F10	5	Akute Intoxikation [akuter Rausch]
F171	F17.1	F10	5	Schädlicher Gebrauch
F172	F17.2	F10	5	Abhängigkeitssyndrom
F173	F17.3	F10	5	Entzugssyndrom
F174	F17.4	F10	5	Entzugssyndrom mit Delir
F175	F17.5	F10	5	Psychotische Störung
F176	F17.6	F10	5	Amnestisches Syndrom
F177	F17.7	F10	5	Restzustand und verzögert auftretende psychotische Störung
F178	F17.8	F10	5	Sonstige psychische und Verhaltensstörungen
F179	F17.9	F10	5	Nicht näher bezeichnete psychische und Verhaltensstörung
F18	F18	F10	5	Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel
F180	F18.0	F10	5	Akute Intoxikation [akuter Rausch]
F181	F18.1	F10	5	Schädlicher Gebrauch
F182	F18.2	F10	5	Abhängigkeitssyndrom
F183	F18.3	F10	5	Entzugssyndrom
F184	F18.4	F10	5	Entzugssyndrom mit Delir
F185	F18.5	F10	5	Psychotische Störung
F186	F18.6	F10	5	Amnestisches Syndrom
F187	F18.7	F10	5	Restzustand und verzögert auftretende psychotische Störung
F188	F18.8	F10	5	Sonstige psychische und Verhaltensstörungen
F189	F18.9	F10	5	Nicht näher bezeichnete psychische und Verhaltensstörung
F19	F19	F10	5	Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen
F190	F19.0	F10	5	Akute Intoxikation [akuter Rausch]
F191	F19.1	F10	5	Schädlicher Gebrauch
F192	F19.2	F10	5	Abhängigkeitssyndrom
F193	F19.3	F10	5	Entzugssyndrom
F194	F19.4	F10	5	Entzugssyndrom mit Delir
F195	F19.5	F10	5	Psychotische Störung
F196	F19.6	F10	5	Amnestisches Syndrom
F197	F19.7	F10	5	Restzustand und verzögert auftretende psychotische Störung
F198	F19.8	F10	5	Sonstige psychische und Verhaltensstörungen
F199	F19.9	F10	5	Nicht näher bezeichnete psychische und Verhaltensstörung
F20	F20	F20	5	Schizophrenie
F200	F20.0	F20	5	Paranoide Schizophrenie
F201	F20.1	F20	5	Hebephrene Schizophrenie
F202	F20.2	F20	5	Katatone Schizophrenie
F203	F20.3	F20	5	Undifferenzierte Schizophrenie
F204	F20.4	F20	5	Postschizophrene Depression
F205	F20.5	F20	5	Schizophrenes Residuum
F206	F20.6	F20	5	Schizophrenia simplex
F208	F20.8	F20	5	Sonstige Schizophrenie
F209	F20.9	F20	5	Schizophrenie, nicht näher bezeichnet
F21	F21	F20	5	Schizotype Störung
F22	F22	F20	5	Anhaltende wahnhafte Störungen
F220	F22.0	F20	5	Wahnhafte Störung
F228	F22.8	F20	5	Sonstige anhaltende wahnhafte Störungen
F229	F22.9	F20	5	Anhaltende wahnhafte Störung, nicht näher bezeichnet
F23	F23	F20	5	Akute vorübergehende psychotische Störungen
F230	F23.0	F20	5	Akute polymorphe psychotische Störung ohne Symptome einer Schizophrenie
F231	F23.1	F20	5	Akute polymorphe psychotische Störung mit Symptomen einer Schizophrenie
F232	F23.2	F20	5	Akute schizophreniforme psychotische Störung
F233	F23.3	F20	5	Sonstige akute vorwiegend wahnhafte psychotische Störungen
F238	F23.8	F20	5	Sonstige akute vorübergehende psychotische Störungen
F239	F23.9	F20	5	Akute vorübergehende psychotische Störung, nicht näher bezeichnet
F24	F24	F20	5	Induzierte wahnhafte Störung
F25	F25	F20	5	Schizoaffektive Störungen
F250	F25.0	F20	5	Schizoaffektive Störung, gegenwärtig manisch
F251	F25.1	F20	5	Schizoaffektive Störung, gegenwärtig depressiv
F252	F25.2	F20	5	Gemischte schizoaffektive Störung
F258	F25.8	F20	5	Sonstige schizoaffektive Störungen
F259	F25.9	F20	5	Schizoaffektive Störung, nicht näher bezeichnet
F28	F28	F20	5	Sonstige nichtorganische psychotische Störungen
F29	F29	F20	5	Nicht näher bezeichnete nichtorganische Psychose
F30	F30	F30	5	Manische Episode
F300	F30.0	F30	5	Hypomanie
F301	F30.1	F30	5	Manie ohne psychotische Symptome
F302	F30.2	F30	5	Manie mit psychotischen Symptomen
F308	F30.8	F30	5	Sonstige manische Episoden
F309	F30.9	F30	5	Manische Episode, nicht näher bezeichnet
F31	F31	F30	5	Bipolare affektive Störung
F310	F31.0	F30	5	Bipolare affektive Störung, gegenwärtig hypomanische Episode
F311	F31.1	F30	5	Bipolare affektive Störung, gegenwärtig manische Episode ohne psychotische Symptome
F312	F31.2	F30	5	Bipolare affektive Störung, gegenwärtig manische Episode mit psychotischen Symptomen
F313	F31.3	F30	5	Bipolare affektive Störung, gegenwärtig leichte oder mittelgradige depressive Episode
F314	F31.4	F30	5	Bipolare affektive Störung, gegenwärtig schwere depressive Episode ohne psychotische Symptome
F315	F31.5	F30	5	Bipolare affektive Störung, gegenwärtig schwere depressive Episode mit psychotischen Symptomen
F316	F31.6	F30	5	Bipolare affektive Störung, gegenwärtig gemischte Episode
F317	F31.7	F30	5	Bipolare affektive Störung, gegenwärtig remittiert
F318	F31.8	F30	5	Sonstige bipolare affektive Störungen
F319	F31.9	F30	5	Bipolare affektive Störung, nicht näher bezeichnet
F32	F32	F30	5	Depressive Episode
F320	F32.0	F30	5	Leichte depressive Episode
F321	F32.1	F30	5	Mittelgradige depressive Episode
F322	F32.2	F30	5	Schwere depressive Episode ohne psychotische Symptome
F323	F32.3	F30	5	Schwere depressive Episode mit psychotischen Symptomen
F328	F32.8	F30	5	Sonstige depressive Episoden
F329	F32.9	F30	5	Depressive Episode, nicht näher bezeichnet
F33	F33	F30	5	Rezidivierende depressive Störung
F330	F33.0	F30	5	Rezidivierende depressive Störung, gegenwärtig leichte Episode
F331	F33.1	F30	5	Rezidivierende depressive Störung, gegenwärtig mittelgradige Episode
F332	F33.2	F30	5	Rezidivierende depressive Störung, gegenwärtig schwere Episode ohne psychotische Symptome
F333	F33.3	F30	5	Rezidivierende depressive Störung, gegenwärtig schwere Episode mit psychotischen Symptomen
F334	F33.4	F30	5	Rezidivierende depressive Störung, gegenwärtig remittiert
F338	F33.8	F30	5	Sonstige rezidivierende depressive Störungen
F339	F33.9	F30	5	Rezidivierende depressive Störung, nicht näher bezeichnet
F34	F34	F30	5	Anhaltende affektive Störungen
F340	F34.0	F30	5	Zyklothymia
F341	F34.1	F30	5	Dysthymia
F348	F34.8	F30	5	Sonstige anhaltende affektive Störungen
F349	F34.9	F30	5	Anhaltende affektive Störung, nicht näher bezeichnet
F38	F38	F30	5	Andere affektive Störungen
F380	F38.0	F30	5	Andere einzelne affektive Störungen
F381	F38.1	F30	5	Andere rezidivierende affektive Störungen
F388	F38.8	F30	5	Sonstige näher bezeichnete affektive Störungen
F39	F39	F30	5	Nicht näher bezeichnete affektive Störung
F40	F40	F40	5	Phobische Störungen
F400	F40.0	F40	5	Agoraphobie
F4000	F40.00	F40	5	Ohne Angabe einer Panikstörung
F4001	F40.01	F40	5	Mit Panikstörung
F401	F40.1	F40	5	Soziale Phobien
F402	F40.2	F40	5	Spezifische (isolierte) Phobien
F408	F40.8	F40	5	Sonstige phobische Störungen
F409	F40.9	F40	5	Phobische Störung, nicht näher bezeichnet
F41	F41	F40	5	Andere Angststörungen
F410	F41.0	F40	5	Panikstörung [episodisch paroxysmale Angst]
F411	F41.1	F40	5	Generalisierte Angststörung
F412	F41.2	F40	5	Angst und depressive Störung, gemischt
F413	F41.3	F40	5	Andere gemischte Angststörungen
F418	F41.8	F40	5	Sonstige spezifische Angststörungen
F419	F41.9	F40	5	Angststörung, nicht näher bezeichnet
F42	F42	F40	5	Zwangsstörung
F420	F42.0	F40	5	Vorwiegend Zwangsgedanken oder Grübelzwang
F421	F42.1	F40	5	Vorwiegend Zwangshandlungen [Zwangsrituale]
F422	F42.2	F40	5	Zwangsgedanken und -handlungen, gemischt
F428	F42.8	F40	5	Sonstige Zwangsstörungen
F429	F42.9	F40	5	Zwangsstörung, nicht näher bezeichnet
F43	F43	F40	5	Reaktionen auf schwere Belastungen und Anpassungsstörungen
F430	F43.0	F40	5	Akute Belastungsreaktion
F431	F43.1	F40	5	Posttraumatische Belastungsstörung
F432	F43.2	F40	5	Anpassungsstörungen
F438	F43.8	F40	5	Sonstige Reaktionen auf schwere Belastung
F439	F43.9	F40	5	Reaktion auf schwere Belastung, nicht näher bezeichnet
F44	F44	F40	5	Dissoziative Störungen [Konversionsstörungen]
F440	F44.0	F40	5	Dissoziative Amnesie
F441	F44.1	F40	5	Dissoziative Fugue
F442	F44.2	F40	5	Dissoziativer Stupor
F443	F44.3	F40	5	Trance- und Besessenheitszustände
F444	F44.4	F40	5	Dissoziative Bewegungsstörungen
F445	F44.5	F40	5	Dissoziative Krampfanfälle
F446	F44.6	F40	5	Dissoziative Sensibilitäts- und Empfindungsstörungen
F447	F44.7	F40	5	Dissoziative Störungen [Konversionsstörungen], gemischt
F448	F44.8	F40	5	Sonstige dissoziative Störungen [Konversionsstörungen]
F4480	F44.80	F40	5	Ganser-Syndrom
F4481	F44.81	F40	5	Multiple Persönlichkeit(sstörung)
F4482	F44.82	F40	5	Transitorische dissoziative Störungen [Konversionsstörungen] in Kindheit und Jugend
F4488	F44.88	F40	5	Sonstige dissoziative Störungen [Konversionsstörungen]
F449	F44.9	F40	5	Dissoziative Störung [Konversionsstörung], nicht näher bezeichnet
F45	F45	F40	5	Somatoforme Störungen
F450	F45.0	F40	5	Somatisierungsstörung
F451	F45.1	F40	5	Undifferenzierte Somatisierungsstörung
F452	F45.2	F40	5	Hypochondrische Störung
F453	F45.3	F40	5	Somatoforme autonome Funktionsstörung
F4530	F45.30	F40	5	Herz und Kreislaufsystem
F4531	F45.31	F40	5	Oberes Verdauungssystem
F4532	F45.32	F40	5	Unteres Verdauungssystem
F4533	F45.33	F40	5	Atmungssystem
F4534	F45.34	F40	5	Urogenitalsystem
F4537	F45.37	F40	5	Mehrere Organe und Systeme
F4538	F45.38	F40	5	Sonstige Organe und Systeme
F4539	F45.39	F40	5	Nicht näher bezeichnetes Organ oder System
F454	F45.4	F40	5	Anhaltende Schmerzstörung
F4540	F45.40	F40	5	Anhaltende somatoforme Schmerzstörung
F4541	F45.41	F40	5	Chronische Schmerzstörung mit somatischen und psychischen Faktoren
F458	F45.8	F40	5	Sonstige somatoforme Störungen
F459	F45.9	F40	5	Somatoforme Störung, nicht näher bezeichnet
F48	F48	F40	5	Andere neurotische Störungen
F480	F48.0	F40	5	Neurasthenie
F481	F48.1	F40	5	Depersonalisations- und Derealisationssyndrom
F488	F48.8	F40	5	Sonstige neurotische Störungen
F489	F48.9	F40	5	Neurotische Störung, nicht näher bezeichnet
F50	F50	F50	5	Essstörungen
F500	F50.0	F50	5	Anorexia nervosa
F5000	F50.00	F50	5	Anorexia nervosa, restriktiver Typ
F5001	F50.01	F50	5	Anorexia nervosa, aktiver Typ
F5008	F50.08	F50	5	Sonstige und nicht näher bezeichnete Anorexia nervosa
F501	F50.1	F50	5	Atypische Anorexia nervosa
F502	F50.2	F50	5	Bulimia nervosa
F503	F50.3	F50	5	Atypische Bulimia nervosa
F504	F50.4	F50	5	Essattacken bei anderen psychischen Störungen
F505	F50.5	F50	5	Erbrechen bei anderen psychischen Störungen
F508	F50.8	F50	5	Sonstige Essstörungen
F509	F50.9	F50	5	Essstörung, nicht näher bezeichnet
F51	F51	F50	5	Nichtorganische Schlafstörungen
F510	F51.0	F50	5	Nichtorganische Insomnie
F511	F51.1	F50	5	Nichtorganische Hypersomnie
F512	F51.2	F50	5	Nichtorganische Störung des Schlaf-Wach-Rhythmus
F513	F51.3	F50	5	Schlafwandeln [Somnambulismus]
F514	F51.4	F50	5	Pavor nocturnus
F515	F51.5	F50	5	Albträume [Angstträume]
F518	F51.8	F50	5	Sonstige nichtorganische Schlafstörungen
F519	F51.9	F50	5	Nichtorganische Schlafstörung, nicht näher bezeichnet
F52	F52	F50	5	Sexuelle Funktionsstörungen, nicht verursacht durch eine organische Störung oder Krankheit
F520	F52.0	F50	5	Mangel oder Verlust von sexuellem Verlangen
F521	F52.1	F50	5	Sexuelle Aversion und mangelnde sexuelle Befriedigung
F522	F52.2	F50	5	Versagen genitaler Reaktionen
F523	F52.3	F50	5	Orgasmusstörung
F524	F52.4	F50	5	Ejaculatio praecox
F525	F52.5	F50	5	Nichtorganischer Vaginismus
F526	F52.6	F50	5	Nichtorganische Dyspareunie
F527	F52.7	F50	5	Gesteigertes sexuelles Verlangen
F528	F52.8	F50	5	Sonstige sexuelle Funktionsstörungen, nicht verursacht durch eine organische Störung oder Krankheit
F529	F52.9	F50	5	Nicht näher bezeichnete sexuelle Funktionsstörung, nicht verursacht durch eine organische Störung oder Krankheit
F53	F53	F50	5	Psychische oder Verhaltensstörungen im Wochenbett, anderenorts nicht klassifiziert
F530	F53.0	F50	5	Leichte psychische und Verhaltensstörungen im Wochenbett, anderenorts nicht klassifiziert
F531	F53.1	F50	5	Schwere psychische und Verhaltensstörungen im Wochenbett, anderenorts nicht klassifiziert
F538	F53.8	F50	5	Sonstige psychische und Verhaltensstörungen im Wochenbett, anderenorts nicht klassifiziert
F539	F53.9	F50	5	Psychische Störung im Wochenbett, nicht näher bezeichnet
F54	F54	F50	5	Psychologische Faktoren oder Verhaltensfaktoren bei anderenorts klassifizierten Krankheiten
F55	F55	F50	5	Schädlicher Gebrauch von nichtabhängigkeitserzeugenden Substanzen
F550	F55.0	F50	5	Antidepressiva
F551	F55.1	F50	5	Laxanzien
F552	F55.2	F50	5	Analgetika
F553	F55.3	F50	5	Antazida
F554	F55.4	F50	5	Vitamine
F555	F55.5	F50	5	Steroide und Hormone
F556	F55.6	F50	5	Pflanzen oder Naturheilmittel
F558	F55.8	F50	5	Sonstige Substanzen
F559	F55.9	F50	5	Nicht näher bezeichnete Substanz
F59	F59	F50	5	Nicht näher bezeichnete Verhaltensauffälligkeiten bei körperlichen Störungen und Faktoren
F60	F60	F60	5	Spezifische Persönlichkeitsstörungen
F600	F60.0	F60	5	Paranoide Persönlichkeitsstörung
F601	F60.1	F60	5	Schizoide Persönlichkeitsstörung
F602	F60.2	F60	5	Dissoziale Persönlichkeitsstörung
F603	F60.3	F60	5	Emotional instabile Persönlichkeitsstörung
F6030	F60.30	F60	5	Impulsiver Typ
F6031	F60.31	F60	5	Borderline-Typ
F604	F60.4	F60	5	Histrionische Persönlichkeitsstörung
F605	F60.5	F60	5	Anankastische [zwanghafte] Persönlichkeitsstörung
F606	F60.6	F60	5	Ängstliche (vermeidende) Persönlichkeitsstörung
F607	F60.7	F60	5	Abhängige (asthenische) Persönlichkeitsstörung
F608	F60.8	F60	5	Sonstige spezifische Persönlichkeitsstörungen
F609	F60.9	F60	5	Persönlichkeitsstörung, nicht näher bezeichnet
F61	F61	F60	5	Kombinierte und andere Persönlichkeitsstörungen
F62	F62	F60	5	Andauernde Persönlichkeitsänderungen, nicht Folge einer Schädigung oder Krankheit des Gehirns
F620	F62.0	F60	5	Andauernde Persönlichkeitsänderung nach Extrembelastung
F621	F62.1	F60	5	Andauernde Persönlichkeitsänderung nach psychischer Krankheit
F628	F62.8	F60	5	Sonstige andauernde Persönlichkeitsänderungen
F6280	F62.80	F60	5	Andauernde Persönlichkeitsänderung bei chronischem Schmerzsyndrom
F6288	F62.88	F60	5	Sonstige andauernde Persönlichkeitsänderungen
F629	F62.9	F60	5	Andauernde Persönlichkeitsänderung, nicht näher bezeichnet
F63	F63	F60	5	Abnorme Gewohnheiten und Störungen der Impulskontrolle
F630	F63.0	F60	5	Pathologisches Spielen
F631	F63.1	F60	5	Pathologische Brandstiftung [Pyromanie]
F632	F63.2	F60	5	Pathologisches Stehlen [Kleptomanie]
F633	F63.3	F60	5	Trichotillomanie
F638	F63.8	F60	5	Sonstige abnorme Gewohnheiten und Störungen der Impulskontrolle
F639	F63.9	F60	5	Abnorme Gewohnheit und Störung der Impulskontrolle, nicht näher bezeichnet
F64	F64	F60	5	Störungen der Geschlechtsidentität
F640	F64.0	F60	5	Transsexualismus
F641	F64.1	F60	5	Transvestitismus unter Beibehaltung beider Geschlechtsrollen
F642	F64.2	F60	5	Störung der Geschlechtsidentität des Kindesalters
F648	F64.8	F60	5	Sonstige Störungen der Geschlechtsidentität
F649	F64.9	F60	5	Störung der Geschlechtsidentität, nicht näher bezeichnet
F65	F65	F60	5	Störungen der Sexualpräferenz
F650	F65.0	F60	5	Fetischismus
F651	F65.1	F60	5	Fetischistischer Transvestitismus
